PassengerId,Survived_pred,Prob_surv
892,0,0.15483431584873295
893,1,0.584752311754655
894,0,0.14673654465896463
895,0,0.1481426702792336
896,1,0.5567372695223695
897,0,0.17204250332599358
898,1,0.8594107013810527
899,0,0.16604741980015705
900,1,0.8275765989634873
901,0,0.10408331165343139
902,0,0.14883005021509743
903,0,0.15487933022444997
904,1,0.8918320848028697
905,0,0.140254475518202
906,1,0.9084204340571801
907,1,0.9088607424347609
908,0,0.14020490688546913
909,0,0.17372604246174575
910,1,0.5559442913975532
911,1,0.7570232418923065
912,0,0.21629561345696238
913,1,0.5904993902191039
914,1,0.8887052255199741
915,0,0.29195040296407526
916,0,0.5086797181484941
917,0,0.11675717223358502
918,1,0.9088766308922784
919,0,0.16759708372827203
920,0,0.15521673667815652
921,0,0.15480538468224078
922,0,0.13586962492223847
923,0,0.17459768468880543
924,0,0.4739057264178519
925,0,0.4742037744135493
926,0,0.17735454022365663
927,0,0.18740119927477536
928,1,0.69212574858822
929,1,0.665207525999201
930,0,0.14722450734208967
931,0,0.173447037162781
932,0,0.15590868323830576
933,0,0.1547748273033404
934,0,0.15499582324854821
935,1,0.8785865791719063
936,1,0.9105243666243402
937,0,0.14713017493927646
938,0,0.16226540185104088
939,0,0.15344911726354007
940,1,0.8479685677415091
941,1,0.6921544162232275
942,0,0.1832448204063747
943,0,0.14554349059155505
944,1,0.783271990918978
945,1,0.8583538065712134
946,0,0.14424307202102332
947,0,0.12471053795393494
948,0,0.1548817927292446
949,0,0.14711844849047112
950,0,0.10697388892206965
951,1,0.8354412863027981
952,0,0.15802452456351737
953,0,0.14605591007157404
954,0,0.15482249476785825
955,1,0.8568052351853476
956,1,0.524339677624087
957,1,0.882516842008718
958,1,0.8499390157517377
959,0,0.15437990201195545
960,0,0.15400952660727582
961,0,0.263388337338229
962,1,0.8591999258342987
963,0,0.14880055445781787
964,1,0.6950684923866487
965,0,0.15675451187639397
966,1,0.8601698107437767
967,0,0.20215196727469686
968,0,0.14884380059189642
969,1,0.8375275929917502
970,0,0.14379707702535918
971,1,0.8591999258342987
972,1,0.7601266444286686
973,1,0.5239130823722824
974,0,0.15381062275899451
975,0,0.14883005021509743
976,0,0.13957082523945416
977,0,0.13843355055390236
978,1,0.8609202688947147
979,1,0.6526504558400692
980,1,0.8607274977769265
981,1,0.8778141503921365
982,1,0.5477253746039631
983,0,0.1488195915788923
984,1,0.9292556918240674
985,0,0.14884380059189642
986,0,0.16453257949262623
987,0,0.1471244894418391
988,1,0.7472836172454862
989,0,0.1496992489598823
990,1,0.659817865168047
991,0,0.15345071415961328
992,1,0.8967700700421092
993,0,0.13603414299923552
994,0,0.15344911726354007
995,0,0.14749088252982778
996,1,0.8752173756185534
997,0,0.15207984151358186
998,0,0.16061152365183226
999,0,0.15344911726354007
1000,0,0.14890797285646887
1001,0,0.15287048871465514
1002,0,0.1495660224580761
1003,1,0.8607541046177345
1004,1,0.8710857459648322
1005,1,0.8504776346484572
1006,1,0.807972885815982
1007,0,0.19527045577049434
1008,0,0.15501744743465554
1009,1,0.8177285917908012
1010,0,0.14559552265533268
1011,1,0.8724905162092715
1012,1,0.8231961472047132
1013,0,0.15642246100592536
1014,1,0.9002865700647725
1015,0,0.14877734108498486
1016,0,0.15344911726354007
1017,1,0.8002099437768333
1018,0,0.14780787716790086
1019,1,0.804098095098962
1020,0,0.15478268509808354
1021,0,0.14702905954372866
1022,0,0.15256211923412508
1023,0,0.17557757519942646
1024,0,0.21767488374800645
1025,0,0.13994792495653816
1026,0,0.15340534012461424
1027,0,0.14702271955588017
1028,0,0.1571577853950393
1029,0,0.14123410673934642
1030,1,0.6725821344284721
1031,0,0.21257188947900688
1032,0,0.15381940070048553
1033,1,0.8850432228903987
1034,0,0.24591304671825037
1035,0,0.14201121649659446
1036,0,0.15546045835840347
1037,0,0.14074875261799927
1038,0,0.15484650384255771
1039,0,0.14780969827598045
1040,0,0.1547748273033404
1041,0,0.12757071884315685
1042,1,0.9003378018376798
1043,0,0.15491999574704088
1044,0,0.13285999625280492
1045,1,0.6890489297612531
1046,0,0.10968608020579797
1047,0,0.1470142898562452
1048,1,0.8683859727950972
1049,1,0.6722388487654773
1050,0,0.15546045835840347
1051,1,0.7264840008197382
1052,1,0.860712269464996
1053,1,0.7308977232202635
1054,1,0.8679823300871959
1055,0,0.14875905513968177
1056,0,0.15457043358756187
1057,1,0.5436218903769838
1058,0,0.16662449246338096
1059,0,0.1499237534066253
1060,1,0.8634177029386625
1061,1,0.6699139414565343
1062,0,0.1488008461440623
1063,0,0.15633899222584555
1064,0,0.11257303890954364
1065,0,0.15495974268842516
1066,0,0.15212831297731758
1067,1,0.919701322839623
1068,1,0.8669446306715172
1069,0,0.21149824422750302
1070,1,0.7412087127958854
1071,1,0.7895152331831811
1072,0,0.14379707702535918
1073,0,0.17087700005916306
1074,1,0.8907304367111284
1075,0,0.15344911726354007
1076,1,0.8621630985397204
1077,0,0.1542010009280702
1078,1,0.9196976525659226
1079,0,0.12446849663456021
1080,0,0.15481900683053068
1081,0,0.154167341154206
1082,0,0.1319199650083935
1083,0,0.15477493298533798
1084,0,0.40504692073296267
1085,0,0.14511813228835294
1086,1,0.8443911639014171
1087,0,0.15341877258164208
1088,1,0.7075835979013659
1089,1,0.6522291957881289
1090,0,0.14272537106289612
1091,1,0.6922466234072121
1092,1,0.8669115613051678
1093,1,0.9008786968427981
1094,0,0.3934655326380465
1095,1,0.9341204349271888
1096,0,0.14146561151203518
1097,0,0.15789912910772838
1098,1,0.8494912694632955
1099,0,0.14188652856826797
1100,1,0.8670833936768524
1101,0,0.14712886268086667
1102,0,0.15671148220470535
1103,0,0.14876261758160042
1104,0,0.1688037518899371
1105,1,0.8056932872202781
1106,0,0.2594594123447289
1107,0,0.15497062325081928
1108,1,0.8608450320687144
1109,0,0.30540835975870567
1110,1,0.8352974683926677
1111,0,0.14884380059189642
1112,1,0.9000261368774969
1113,0,0.14880007326645733
1114,1,0.8499974045233566
1115,0,0.14880110358335763
1116,1,0.8358904286968278
1117,1,0.859151343534681
1118,0,0.14723177429081552
1119,1,0.8607274977769265
1120,0,0.1575505662814693
1121,0,0.1508804855053551
1122,0,0.1851097646223592
1123,1,0.8639138997732877
1124,0,0.119361630517735
1125,0,0.1534417108754335
1126,0,0.17087154050675704
1127,0,0.1502634646349428
1128,0,0.2703729517465784
1129,0,0.17863805706490146
1130,1,0.8995310899847815
1131,1,0.8895933470566203
1132,1,0.8282961847092625
1133,1,0.8669239625799271
1134,0,0.181699229247162
1135,0,0.14882932280554279
1136,0,0.12099176995829534
1137,0,0.15514453531081093
1138,1,0.8625222394079413
1139,0,0.0912810468696079
1140,1,0.8724905162092715
1141,1,0.7835679723156905
1142,1,0.9343288484566352
1143,0,0.15026239659451524
1144,0,0.16810183424503658
1145,0,0.14708779991806029
1146,0,0.15326528447612173
1147,0,0.1488008461440623
1148,0,0.15344911726354007
1149,0,0.14884380059189642
1150,1,0.8421826263181112
1151,0,0.14880124124565267
1152,0,0.1106381458737442
1153,0,0.14880076022924896
1154,1,0.8877053006115344
1155,1,0.817927573656612
1156,0,0.14344273179548062
1157,0,0.14883005021509743
1158,0,0.15552477559810388
1159,0,0.1488008461440623
1160,1,0.69212574858822
1161,0,0.1579986192292656
1162,0,0.16445892179904797
1163,0,0.15344911726354007
1164,1,0.8641202954286853
1165,1,0.8605893021358585
1166,0,0.1549600186907673
1167,1,0.8512770233652495
1168,0,0.1422213397645458
1169,0,0.13424571497301535
1170,0,0.13390869876492473
1171,0,0.1440330373488701
1172,1,0.6736510053490663
1173,1,0.7971399197412368
1174,1,0.8607274977769265
1175,1,0.9161663713811364
1176,1,0.8062090438522947
1177,0,0.15526541946544378
1178,0,0.14877734108498486
1179,0,0.17798784052130437
1180,0,0.15495974268842516
1181,0,0.14884380059189642
1182,0,0.15480586150844175
1183,1,0.8587553244924961
1184,0,0.15495974268842516
1185,0,0.15738888601928105
1186,0,0.15573918910553966
1187,0,0.14749782179633097
1188,1,0.9558131330033156
1189,0,0.15480538468224078
1190,0,0.1536347946381697
1191,0,0.14969198517023216
1192,0,0.1525214292877384
1193,0,0.1443436226363486
1194,0,0.10966963241452068
1195,0,0.14705350612944165
1196,1,0.8607274977769265
1197,1,0.81095767920374
1198,0,0.441452792991779
1199,1,0.8062341750817561
1200,0,0.17093936488852576
1201,1,0.6047609940173132
1202,0,0.1547974817296719
1203,0,0.16948493395339626
1204,0,0.14880288173254405
1205,1,0.8422722717489962
1206,1,0.8684899470154449
1207,1,0.8477741995288833
1208,0,0.32840433479291326
1209,0,0.15130897745430283
1210,0,0.14807819334725172
1211,0,0.18315043482263202
1212,0,0.14749088252982778
1213,0,0.16019992438108602
1214,0,0.14123410673934642
1215,0,0.1537085494069263
1216,1,0.8760784897656567
1217,0,0.14722446162963404
1218,1,0.8157660861878813
1219,0,0.16507509123473763
1220,0,0.1333965869956508
1221,0,0.14565020499196327
1222,1,0.865410906652569
1223,0,0.15546837932590235
1224,0,0.1549600186907673
1225,1,0.8573375614195479
1226,0,0.14808121235289293
1227,0,0.153820070932489
1228,0,0.14607240749157274
1229,0,0.2395524398589193
1230,0,0.14139756596659378
1231,0,0.15495974268842516
1232,0,0.1550453670379687
1233,0,0.15249334828811112
1234,0,0.47716121922299976
1235,1,0.7500063312377582
1236,0,0.08888026785664764
1237,1,0.6458547787041803
1238,0,0.14123410673934642
1239,1,0.7968994582184353
1240,0,0.1416582803089186
1241,1,0.889832832210901
1242,1,0.8843307982967776
1243,0,0.14146561151203518
1244,0,0.16410783871235318
1245,0,0.18265062480469868
1246,1,0.7939746056816408
1247,0,0.1534098683543512
1248,1,0.8290405400751804
1249,0,0.14882859669589593
1250,0,0.15344911726354007
1251,1,0.5817025357743092
1252,0,0.1733102986999602
1253,1,0.933751660794238
1254,1,0.889832832210901
1255,0,0.1481426702792336
1256,1,0.8956263481421196
1257,0,0.47132016854316944
1258,0,0.13843305460220273
1259,1,0.7110347603119445
1260,1,0.8835534942925066
1261,0,0.1437379307833156
1262,0,0.16180751160138637
1263,1,0.8600434064143105
1264,0,0.15880297471130833
1265,0,0.15463122524095727
1266,1,0.8964282622648935
1267,1,0.8333863066734483
1268,0,0.3786091963207888
1269,0,0.14577060599062788
1270,0,0.154413218861114
1271,0,0.147892555119307
1272,0,0.15344911726354007
1273,0,0.1539870141099542
1274,1,0.7041165572435497
1275,1,0.5444601230089267
1276,0,0.14206894521516897
1277,1,0.8606549927854017
1278,0,0.14702035836161303
1279,0,0.14356012712549926
1280,0,0.16061931636346966
1281,0,0.1663234813519582
1282,0,0.1676712039804536
1283,1,0.8929377519659413
1284,1,0.6449107241530221
1285,0,0.1531219299595292
1286,0,0.060491752665259
1287,1,0.8896882388182371
1288,0,0.1556124903556209
1289,1,0.8930236867401435
1290,0,0.1478077814934599
1291,0,0.15381326791523134
1292,1,0.8775719046333632
1293,0,0.13424155534709928
1294,1,0.9093121565935214
1295,0,0.19024226632622504
1296,0,0.18922981004953063
1297,0,0.16838797328631588
1298,0,0.15261233124905133
1299,0,0.2906059972032409
1300,1,0.8607008656057954
1301,1,0.795218454337679
1302,1,0.8607274977769265
1303,1,0.8649764084630113
1304,1,0.6915928545389545
1305,0,0.14884380059189642
1306,1,0.8798113136691259
1307,0,0.15570697402618716
1308,0,0.14884380059189642
1309,0,0.1546223363085605
